Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB Full Cycle,Chrome 114.0.0.0,,,2023-06-21 09:05:38,2023-06-21 09:07:27,1m - 49.647s,PASSED
,,,,,,,
Test Cases/LOS RBI/Login,Chrome 114.0.0.0,,,2023-06-21 09:05:38,2023-06-21 09:05:54,16.147s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-21 09:05:38,2023-06-21 09:05:42,3.943s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-21 09:05:42,2023-06-21 09:05:43,0.179s,PASSED
navigateToUrl(URL_RBI),Chrome 114.0.0.0,,,2023-06-21 09:05:43,2023-06-21 09:05:44,1.396s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-21 09:05:44,2023-06-21 09:05:45,0.613s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), USERNAME_RBI)",Chrome 114.0.0.0,,,2023-06-21 09:05:45,2023-06-21 09:05:46,0.895s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), PASSWORD_RBI)",Chrome 114.0.0.0,,,2023-06-21 09:05:46,2023-06-21 09:05:46,0.658s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-21 09:05:46,2023-06-21 09:05:49,2.989s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-21 09:05:49,2023-06-21 09:05:54,5.057s,PASSED
,,,,,,,
Test Cases/LOS RBI/Dashboard/CID and view ePN,Chrome 114.0.0.0,,,2023-06-21 09:05:54,2023-06-21 09:06:19,24.461s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Thursday, June 8, 2023_txtSearchCID""), ""1030091995"")",Chrome 114.0.0.0,,,2023-06-21 09:05:55,2023-06-21 09:05:56,1.553s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Search""))",Chrome 114.0.0.0,,,2023-06-21 09:05:56,2023-06-21 09:05:57,0.470s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-06-21 09:05:57,2023-06-21 09:06:00,3.013s,PASSED
"scrollToPosition(0, 150)",Chrome 114.0.0.0,,,2023-06-21 09:06:00,2023-06-21 09:06:00,0.053s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-06-21 09:06:00,2023-06-21 09:06:03,3.009s,PASSED
"click(findTestObject(""Object Repository/SpyWeb_Elements/Page_LOS Web HomePage/Dashboard/Page_LOS Web HomePage/a_64e443173f8090c620230605085556467""))",Chrome 114.0.0.0,,,2023-06-21 09:06:03,2023-06-21 09:06:03,0.504s,PASSED
delay(10),Chrome 114.0.0.0,,,2023-06-21 09:06:03,2023-06-21 09:06:13,10.020s,PASSED
switchToWindowIndex(0),Chrome 114.0.0.0,,,2023-06-21 09:06:13,2023-06-21 09:06:14,0.070s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-21 09:06:14,2023-06-21 09:06:19,5.013s,PASSED
closeWindowIndex(1),Chrome 114.0.0.0,,,2023-06-21 09:06:19,2023-06-21 09:06:19,0.104s,PASSED
switchToWindowIndex(0),Chrome 114.0.0.0,,,2023-06-21 09:06:19,2023-06-21 09:06:19,0.028s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/ADD,Chrome 114.0.0.0,,,2023-06-21 09:06:19,2023-06-21 09:06:33,13.874s,PASSED
