Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB Full Cycle,Chrome 114.0.0.0,,,2023-06-13 16:03:13,2023-06-13 16:04:21,1m - 8.725s,PASSED
,,,,,,,
Test Cases/LOS RBI/Login,Chrome 114.0.0.0,,,2023-06-13 16:03:13,2023-06-13 16:03:28,14.550s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 16:03:13,2023-06-13 16:03:16,2.884s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 16:03:16,2023-06-13 16:03:16,0.178s,PASSED
navigateToUrl(URL),Chrome 114.0.0.0,,,2023-06-13 16:03:16,2023-06-13 16:03:18,1.114s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-13 16:03:18,2023-06-13 16:03:18,0.641s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), USERNAME)",Chrome 114.0.0.0,,,2023-06-13 16:03:18,2023-06-13 16:03:19,0.920s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), PASSWORD)",Chrome 114.0.0.0,,,2023-06-13 16:03:19,2023-06-13 16:03:20,0.617s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-13 16:03:20,2023-06-13 16:03:23,2.816s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:03:23,2023-06-13 16:03:28,5.052s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/ADD,Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:51,23.052s,PASSED
MinLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:28,0.010s,PASSED
MinimumLA = MinLa.nextInt(9000) + 1000,Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:28,0.003s,PASSED
MaxLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:28,0.001s,PASSED
MaximumLA = MaxLa.nextInt(90000) + 10000,Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:28,0.001s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:03:28,2023-06-13 16:03:29,0.968s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/span_Loan Amount Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:03:29,2023-06-13 16:03:31,1.600s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Add New Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:03:31,2023-06-13 16:03:32,0.718s,PASSED
"setText(findTestObject(""Page_LOS Web HomePage/input__txtMinAmount""), MinimumLA.toString())",Chrome 114.0.0.0,,,2023-06-13 16:03:32,2023-06-13 16:03:33,1.548s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Minimum Amount_txtMaxAmount""), MaximumLA.toString())",Chrome 114.0.0.0,,,2023-06-13 16:03:33,2023-06-13 16:03:35,1.363s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Role Account Officer S_1fb818""), ""1016"", true)",Chrome 114.0.0.0,,,2023-06-13 16:03:35,2023-06-13 16:03:37,2.364s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Action Recommendation _3b373a""), ""1"", true)",Chrome 114.0.0.0,,,2023-06-13 16:03:37,2023-06-13 16:03:39,1.623s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Save""))",Chrome 114.0.0.0,,,2023-06-13 16:03:39,2023-06-13 16:03:39,0.620s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:03:39,2023-06-13 16:03:39,0.062s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:03:39,2023-06-13 16:03:39,0.096s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:03:39,2023-06-13 16:03:44,5.005s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""Super"")",Chrome 114.0.0.0,,,2023-06-13 16:03:44,2023-06-13 16:03:46,1.274s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:03:46,2023-06-13 16:03:51,5.021s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/EDIT,Chrome 114.0.0.0,,,2023-06-13 16:03:51,2023-06-13 16:04:01,10.172s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""super"")",Chrome 114.0.0.0,,,2023-06-13 16:03:51,2023-06-13 16:03:53,1.218s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Description_btnUpdateLoan""))",Chrome 114.0.0.0,,,2023-06-13 16:03:53,2023-06-13 16:03:53,0.601s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Recommendation Approval""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-13 16:03:53,2023-06-13 16:03:55,2.010s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Update""))",Chrome 114.0.0.0,,,2023-06-13 16:03:55,2023-06-13 16:03:56,0.524s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:03:56,2023-06-13 16:03:56,0.026s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:03:56,2023-06-13 16:03:56,0.076s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:03:56,2023-06-13 16:04:01,5.008s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/DELETE,Chrome 114.0.0.0,,,2023-06-13 16:04:05,2023-06-13 16:04:19,14.041s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""Super"")",Chrome 114.0.0.0,,,2023-06-13 16:04:05,2023-06-13 16:04:06,0.921s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Description_btnDeleteMatrix""))",Chrome 114.0.0.0,,,2023-06-13 16:04:06,2023-06-13 16:04:08,1.929s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:04:08,2023-06-13 16:04:08,0.029s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:04:08,2023-06-13 16:04:08,0.093s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:04:08,2023-06-13 16:04:13,5.005s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""super"")",Chrome 114.0.0.0,,,2023-06-13 16:04:13,2023-06-13 16:04:14,1.037s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:04:14,2023-06-13 16:04:19,5.010s,PASSED
,,,,,,,
Test Cases/LOS RBI/Logout,Chrome 114.0.0.0,,,2023-06-13 16:04:19,2023-06-13 16:04:21,2.234s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Logout""))",Chrome 114.0.0.0,,,2023-06-13 16:04:20,2023-06-13 16:04:20,0.526s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Logout_1""))",Chrome 114.0.0.0,,,2023-06-13 16:04:20,2023-06-13 16:04:21,1.066s,PASSED
