Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB Full Cycle,Chrome 114.0.0.0,,,2023-06-13 15:27:33,2023-06-13 15:29:23,1m - 49.787s,PASSED
,,,,,,,
Test Cases/LOS RBI/Login,Chrome 114.0.0.0,,,2023-06-13 15:27:33,2023-06-13 15:27:55,21.586s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 15:27:34,2023-06-13 15:27:44,9.845s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 15:27:44,2023-06-13 15:27:44,0.177s,PASSED
navigateToUrl(URL),Chrome 114.0.0.0,,,2023-06-13 15:27:44,2023-06-13 15:27:45,1.261s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-13 15:27:45,2023-06-13 15:27:46,0.690s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), USERNAME)",Chrome 114.0.0.0,,,2023-06-13 15:27:46,2023-06-13 15:27:47,0.947s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), PASSWORD)",Chrome 114.0.0.0,,,2023-06-13 15:27:47,2023-06-13 15:27:47,0.651s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-13 15:27:47,2023-06-13 15:27:50,2.604s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 15:27:50,2023-06-13 15:27:55,5.069s,PASSED
,,,,,,,
Test Cases/LOS RBI/Dashboard/CID and view ePN,Chrome 114.0.0.0,,,2023-06-13 15:27:55,2023-06-13 15:28:20,25.316s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Thursday, June 8, 2023_txtSearchCID""), ""1030091995"")",Chrome 114.0.0.0,,,2023-06-13 15:27:56,2023-06-13 15:27:57,1.389s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Search""))",Chrome 114.0.0.0,,,2023-06-13 15:27:57,2023-06-13 15:27:58,1.013s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-06-13 15:27:58,2023-06-13 15:28:01,3.019s,PASSED
"scrollToPosition(0, 150)",Chrome 114.0.0.0,,,2023-06-13 15:28:01,2023-06-13 15:28:01,0.058s,PASSED
delay(3),Chrome 114.0.0.0,,,2023-06-13 15:28:01,2023-06-13 15:28:04,3.015s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_64e443173f8090c620230605085556467""))",Chrome 114.0.0.0,,,2023-06-13 15:28:04,2023-06-13 15:28:05,0.905s,PASSED
delay(10),Chrome 114.0.0.0,,,2023-06-13 15:28:05,2023-06-13 15:28:15,10.016s,PASSED
switchToWindowIndex(0),Chrome 114.0.0.0,,,2023-06-13 15:28:15,2023-06-13 15:28:15,0.073s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 15:28:15,2023-06-13 15:28:20,5.017s,PASSED
,,,,,,,
