Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB Full Cycle,Chrome 114.0.0.0,,,2023-06-13 16:04:33,2023-06-13 16:05:39,1m - 6.213s,PASSED
,,,,,,,
Test Cases/LOS RBI/Login,Chrome 114.0.0.0,,,2023-06-13 16:04:33,2023-06-13 16:04:48,14.487s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 16:04:34,2023-06-13 16:04:37,2.848s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-13 16:04:37,2023-06-13 16:04:37,0.192s,PASSED
navigateToUrl(URL),Chrome 114.0.0.0,,,2023-06-13 16:04:37,2023-06-13 16:04:38,1.300s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-13 16:04:38,2023-06-13 16:04:39,0.657s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), USERNAME)",Chrome 114.0.0.0,,,2023-06-13 16:04:39,2023-06-13 16:04:40,0.914s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), PASSWORD)",Chrome 114.0.0.0,,,2023-06-13 16:04:40,2023-06-13 16:04:40,0.638s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-13 16:04:40,2023-06-13 16:04:43,2.519s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:04:43,2023-06-13 16:04:48,5.058s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/ADD,Chrome 114.0.0.0,,,2023-06-13 16:04:48,2023-06-13 16:05:10,22.270s,PASSED
MinLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-13 16:04:49,2023-06-13 16:04:49,0.011s,PASSED
MinimumLA = MinLa.nextInt(9000) + 1000,Chrome 114.0.0.0,,,2023-06-13 16:04:49,2023-06-13 16:04:49,0.017s,PASSED
MaxLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-13 16:04:49,2023-06-13 16:04:49,0.001s,PASSED
MaximumLA = MaxLa.nextInt(90000) + 10000,Chrome 114.0.0.0,,,2023-06-13 16:04:49,2023-06-13 16:04:49,0.001s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:04:49,2023-06-13 16:04:50,0.957s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/span_Loan Amount Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:04:50,2023-06-13 16:04:51,1.561s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Add New Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-13 16:04:51,2023-06-13 16:04:52,0.745s,PASSED
"setText(findTestObject(""Page_LOS Web HomePage/input__txtMinAmount""), MinimumLA.toString())",Chrome 114.0.0.0,,,2023-06-13 16:04:52,2023-06-13 16:04:54,1.562s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Minimum Amount_txtMaxAmount""), MaximumLA.toString())",Chrome 114.0.0.0,,,2023-06-13 16:04:54,2023-06-13 16:04:55,1.020s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Role Account Officer S_1fb818""), ""1016"", true)",Chrome 114.0.0.0,,,2023-06-13 16:04:55,2023-06-13 16:04:57,2.536s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Action Recommendation _3b373a""), ""1"", true)",Chrome 114.0.0.0,,,2023-06-13 16:04:57,2023-06-13 16:04:59,1.437s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Save""))",Chrome 114.0.0.0,,,2023-06-13 16:04:59,2023-06-13 16:04:59,0.493s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:04:59,2023-06-13 16:04:59,0.056s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-13 16:04:59,2023-06-13 16:04:59,0.078s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:04:59,2023-06-13 16:05:04,5.011s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""Super"")",Chrome 114.0.0.0,,,2023-06-13 16:05:04,2023-06-13 16:05:05,1.036s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-13 16:05:05,2023-06-13 16:05:10,5.014s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/EDIT,Chrome 114.0.0.0,,,2023-06-13 16:05:10,2023-06-13 16:05:21,11.033s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""super"")",Chrome 114.0.0.0,,,2023-06-13 16:05:11,2023-06-13 16:05:12,1.278s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Description_btnUpdateLoan""))",Chrome 114.0.0.0,,,2023-06-13 16:05:12,2023-06-13 16:05:13,0.947s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Recommendation Approval""), ""2"", true)",Chrome 114.0.0.0,,,2023-06-13 16:05:13,2023-06-13 16:05:15,2.049s,PASSED
