Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LOS-WEB Full Cycle,Chrome 114.0.0.0,,,2023-06-14 08:29:04,2023-06-14 08:30:21,1m - 16.388s,PASSED
,,,,,,,
Test Cases/LOS RBI/Login,Chrome 114.0.0.0,,,2023-06-14 08:29:05,2023-06-14 08:29:29,24.249s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-14 08:29:05,2023-06-14 08:29:17,12.538s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-06-14 08:29:17,2023-06-14 08:29:18,0.181s,PASSED
navigateToUrl(URL),Chrome 114.0.0.0,,,2023-06-14 08:29:18,2023-06-14 08:29:19,1.209s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/label_Username""))",Chrome 114.0.0.0,,,2023-06-14 08:29:19,2023-06-14 08:29:20,0.643s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web - Login/input_LOAN ORIGINATION SYSTEM (LOS) Web_userName""), USERNAME)",Chrome 114.0.0.0,,,2023-06-14 08:29:20,2023-06-14 08:29:20,0.937s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LOS Web - Login/input_Username_userPass""), PASSWORD)",Chrome 114.0.0.0,,,2023-06-14 08:29:20,2023-06-14 08:29:21,0.666s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web - Login/button_Login""))",Chrome 114.0.0.0,,,2023-06-14 08:29:21,2023-06-14 08:29:24,2.618s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-14 08:29:24,2023-06-14 08:29:29,5.070s,PASSED
,,,,,,,
Test Cases/LOS RBI/Loan Matrix/Loan Amount/ADD,Chrome 114.0.0.0,,,2023-06-14 08:29:29,2023-06-14 08:29:52,22.657s,PASSED
MinLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-14 08:29:30,2023-06-14 08:29:30,0.015s,PASSED
MinimumLA = MinLa.nextInt(9000) + 1000,Chrome 114.0.0.0,,,2023-06-14 08:29:30,2023-06-14 08:29:30,0.002s,PASSED
MaxLa = new java.util.Random(),Chrome 114.0.0.0,,,2023-06-14 08:29:30,2023-06-14 08:29:30,0.001s,PASSED
MaximumLA = MaxLa.nextInt(90000) + 10000,Chrome 114.0.0.0,,,2023-06-14 08:29:30,2023-06-14 08:29:30,0.002s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/a_Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-14 08:29:30,2023-06-14 08:29:31,0.891s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/span_Loan Amount Matrix""))",Chrome 114.0.0.0,,,2023-06-14 08:29:31,2023-06-14 08:29:32,1.654s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Add New Loan Matrix""))",Chrome 114.0.0.0,,,2023-06-14 08:29:32,2023-06-14 08:29:33,0.744s,PASSED
"setText(findTestObject(""Page_LOS Web HomePage/input__txtMinAmount""), MinimumLA.toString())",Chrome 114.0.0.0,,,2023-06-14 08:29:33,2023-06-14 08:29:35,1.590s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_Minimum Amount_txtMaxAmount""), MaximumLA.toString())",Chrome 114.0.0.0,,,2023-06-14 08:29:35,2023-06-14 08:29:36,1.346s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Role Account Officer S_1fb818""), ""1016"", true)",Chrome 114.0.0.0,,,2023-06-14 08:29:36,2023-06-14 08:29:38,2.158s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_LOS Web HomePage/select_Please Select Action Recommendation _3b373a""), ""1"", true)",Chrome 114.0.0.0,,,2023-06-14 08:29:38,2023-06-14 08:29:40,1.516s,PASSED
"click(findTestObject(""Object Repository/Page_LOS Web HomePage/button_Save""))",Chrome 114.0.0.0,,,2023-06-14 08:29:40,2023-06-14 08:29:40,0.497s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-14 08:29:40,2023-06-14 08:29:40,0.054s,PASSED
acceptAlert(),Chrome 114.0.0.0,,,2023-06-14 08:29:40,2023-06-14 08:29:40,0.077s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-14 08:29:40,2023-06-14 08:29:45,5.016s,PASSED
"setText(findTestObject(""Object Repository/Page_LOS Web HomePage/input_search""), ""Super"")",Chrome 114.0.0.0,,,2023-06-14 08:29:45,2023-06-14 08:29:46,1.291s,PASSED
delay(5),Chrome 114.0.0.0,,,2023-06-14 08:29:46,2023-06-14 08:29:52,5.018s,PASSED
,,,,,,,
